"","term","E","P","A","instcodes"
"231","patio",1.705,-0.24,-0.34," 10 000000010 100"
"232","pawnshop",-0.255,-0.085,-0.44," 10 010000000 000"
"233","penitentiary",-1.345,1.955,-0.48," 10 001000000 100"
"234","penthouse",1.05,1.56,0.89," 10 000000010 100"
"235","pep_rally",1.49,1.5,2.57," 01 100010000 000"
"236","pet_store",1.395,0.17,1.02," 10 010000000 000"
"237","pilgrimage",1.275,0.475,-0.725," 01 000000100 000"
"238","planetarium",1.46,0.895,-0.345," 10 000010000 000"
"239","playground",2.015,0.365,2.62," 10 100000000 001"
"240","police_station",0.51,1.955,0.46," 10 001000000 000"
"241","pool_hall",-0.335,-0.2,1.295," 10 010000000 000"
"242","poorhouse",-1.43,-1.275,-1.35," 10 100000000 100"
"243","porch",1.69,0.025,-1.26," 10 000000010 100"
"244","post_office",1.325,0.785,-0.595," 10 100000000 000"
"245","prayer",2.255,1.825,-0.82," 01 000000100 100"
"246","prayer_meeting",1.36,1.125,-0.92," 01 000000100 000"
"247","press_conference",0.46,1.355,0.785," 01 011100000 000"
"248","prison",-1.19,1.91,-0.265," 10 001000000 100"
"249","psychiatrist's_office",0.33,0.935,-0.52," 10 000001000 000"
"250","quiz",-0.67,1.08,-0.045," 01 000010000 000"
"251","rebellion",-0.22,1.81,2.27," 01 000100000 000"
"252","reception",1.32,0.255,0.72," 01 010010100 000"
"253","red_light_district",-1.085,0.62,1.825," 10 010000001 100"
"254","refinery",0.175,1.11,0.625," 10 010000000 000"
"255","reformatory",-0.675,0.915,0.79," 10 001000000 000"
"256","refreshment_stand",1.545,0.145,0.96," 10 010000000 000"
"257","religious_fellowship_service",1.47,1.135,-0.14," 01 000000100 000"
"258","repair_shop",0.915,0.435,0.225," 10 010000000 100"
"259","resort",1.965,1.015,0.75," 10 010000000 000"
"260","restaurant",1.505,0.605,0.56," 10 010000000 000"
"261","restroom",0.795,-0.035,0.045," 10 100000000 101"
"262","revolution",-0.245,2.51,2.155," 01 000100000 000"
"263","riot",-1.52,2.23,2.405," 01 101100000 001"
"264","room",0.68,0.15,-0.25," 10 100000000 100"
"265","rummage_sale",0.635,-0.22,0.515," 01 010000000 000"
"266","sabbath",2.315,1.315,-0.645," 01 000000100 000"
"267","saloon",0.015,0.71,1.775," 10 010000000 000"
"268","sanctuary",2,1.335,-1.2," 10 100000100 100"
"269","sauna",1.85,0.405,-0.905," 10 010000000 100"
"270","savings_bank",1.53,1.585,-0.675," 10 010000000 000"
"271","school_principal's_office",-0.03,1.365,-0.365," 10 000010000 000"
"272","seminar",0.96,0.76,0.475," 01 000010000 000"
"273","sermon",0.83,1.08,-0.265," 01 000000100 000"
"274","sex_shop",-0.87,-0.155,1.215," 10 010000001 100"
"275","shanty",-0.925,-1.155,-0.93," 10 100000000 100"
"276","ship",1.05,1.76,0.565," 10 010000000 000"
"277","shipyard",0.495,1.375,0.495," 10 010000000 000"
"278","shop",1.005,0.27,0.12," 10 010000000 000"
"279","shopping_center",0.77,0.745,1.215," 10 010000000 100"
"280","shrine",0.925,1.165,-1.07," 10 000000100 000"
"281","sidewalk",0.75,-0.035,0.31," 10 100000000 100"
"282","siesta",1.545,-0.24,-1.27," 01 100000000 100"
"283","sightseeing_trip",1.385,0.415,0.53," 01 100000000 000"
"284","sit_in",0.155,0.39,0.835," 01 000100000 000"
"285","ski_lodge",1.72,0.23,1.025," 10 010000000 000"
"286","skid_row",-1.715,-0.66,-0.725," 10 100000000 100"
"287","slaughterhouse",-1.035,0.89,1.03," 10 010000000 000"
"288","slum",-2.03,-0.67,0.455," 10 100000000 100"
"289","soda_fountain",1.365,-0.04,0.795," 10 010000000 000"
"290","sorority_house",0.425,0.48,1.66," 10 000010000 000"
"291","soup_kitchen",0.52,-0.305,-0.035," 10 100000000 000"
"292","spa",1.095,0.31,0.18," 10 010000000 000"
"293","speedway",0.11,1.455,2.295," 10 010000000 000"
"294","squad_car",0.49,1.625,1.45," 10 001000000 001"
"295","stable",1.01,0.155,-0.01," 10 010000000 100"
"296","stage",1.12,1.18,0.7," 10 000010000 000"
"297","station_wagon",0.615,1.48,0.16," 10 100000000 100"
"298","steelyard",-0.07,1.105,0.975," 10 010000000 000"
"299","stereo_store",1.32,0.295,1.345," 10 010000000 000"
"300","stockroom",0.17,0.34,-0.195," 10 010000000 100"
"301","stockyard",-0.115,0.36,0.525," 10 010000000 000"
"302","store",1.095,0.465,0.575," 10 010000000 000"
"303","street",0.695,0.335,0.41," 10 100000000 100"
"304","street_fair",1.655,0.27,1.65," 11 110000000 000"
"305","studio",0.48,0.345,0.675," 10 010010000 100"
"306","study",0.89,0.675,-1.51," 10 000000010 100"
"307","suburb",1.095,0.35,0.21," 10 100000000 100"
"308","subway",0.08,1.085,2.09," 10 100000000 100"
"309","sunday_school",1.645,0.625,0.16," 11 100000100 000"
"310","supermarket",1.28,0.565,1.045," 10 010000000 000"
"311","sweatshop",-0.65,0.35,0.475," 10 010000000 000"
"312","swimming_hole",1.705,0.31,1.165," 10 100000000 000"
"313","tavern",1.26,0.485,1.76," 10 010000000 000"
"314","taxi",0.32,0.315,0.835," 10 010000000 000"
"315","television_studio",0.895,1.54,1.31," 10 010100000 000"
"316","tenement",-1.03,-0.715,-0.305," 10 000000010 100"
"317","tennis_court",1.835,0.405,1.91," 10 100000000 000"
"318","test",-0.72,1.57,0.165," 01 000011000 000"
"319","textile_mill",-0.14,0.985,0.41," 10 010000000 000"
"320","thanksgiving_day",2.405,0.735,-0.86," 01 100000010 000"
"321","theater",1.585,0.645,0.645," 10 010010000 000"
"322","topless_bar",-0.355,0.375,2.205," 10 010000001 000"
"323","town_hall",0.615,1.425,-0.49," 10 001100000 000"
"324","town_meeting",0.73,0.625,0.04," 01 000100000 010"
"325","trade_school",1.055,0.545,0.635," 10 010010000 000"
"326","trail",1.455,0.395,-0.5," 10 100000000 100"
"327","train",1.005,2.165,1.35," 10 110000000 100"
"328","turkey_shoot",0.02,0.29,0.82," 01 100000000 000"
"329","university",1.725,2.215,1.2," 10 000010000 000"
"330","used_car_lot",0.075,-0.145,0.065," 10 010000000 000"
"331","vacation",2.655,1.72,1.03," 01 100000000 100"
"332","village",1.45,-0.245,-0.615," 10 100000000 000"
"333","waiting_room",-0.065,-0.335,-0.76," 10 001001000 100"
