"","term","E","P","A","instcodes"
"302","psychopath",-2.76,0.04,-0.04," 11 001001000 000"
"303","psychotic",-2.15,0.4,0.39," 11 000001000 000"
"304","punk",-1.71,-1.23,1.41," 10 100000000 000"
"305","pupil",1.13,-0.59,1.72," 11 000010000 000"
"306","puritan",1.03,0.07,-0.24," 11 000000101 000"
"307","pusher",-1.77,0.67,-0.06," 11 101000000 000"
"308","quack",-0.89,-0.41,-0.83," 11 000001000 000"
"309","queer",-2.39,-2.02,0.01," 10 000000001 000"
"310","real_estate_agent",0.52,0.71,0.14," 11 010000000 000"
"311","receptionist",1.11,-0.87,0.36," 11 011001000 000"
"312","referee",0.24,2.13,0.26," 11 010010000 001"
"313","registered_nurse",1.46,0.65,0.4," 11 000001000 001"
"314","relation",0.94,0.77,0.43," 11 000000010 000"
"315","reporter",0.44,1.17,1.17," 11 010100000 000"
"316","reprocessor",-0.31,0.15,-0.33," 11 010000000 000"
"317","rival",-1.06,0.58,0.85," 11 100100001 000"
"318","rookie_cop",0.37,-0.31,1.73," 11 001000000 001"
"319","roommate",0.55,0.28,0.59," 11 000010000 000"
"320","rowdy",-0.6,0.25,0.68," 11 100000000 000"
"321","safecracker",-1.15,1.53,0.71," 11 001000000 000"
"322","sales_clerk",0.46,-0.24,0.46," 11 010000000 000"
"323","saleslady",1.05,-0.38,0.57," 01 010000000 000"
"324","saleswoman",0.7,-0.08,0.42," 01 010000000 000"
"325","saphead",-1.1,-0.53,0.61," 11 100000000 000"
"326","scamp",-0.66,-0.4,0.43," 11 100000000 000"
"327","schoolboy",1.13,-0.85,1.75," 10 000010000 000"
"328","schoolgirl",1.96,-0.94,1.93," 01 000010000 000"
"329","schoolmate",1.08,-0.06,1.24," 11 000010000 000"
"330","schoolteacher",1.93,2,0.13," 11 000010000 000"
"331","scoutmaster",1.12,0.85,-0.26," 10 100000000 000"
"332","screwball",-0.9,-0.74,0.75," 11 100000000 000"
"333","scrooge",-1.84,0.77,-2.35," 11 110000000 000"
"334","secretary",1.27,-0.43,0.75," 11 011100000 000"
"335","servant",0.45,-1.31,0.27," 11 010000000 000"
"336","sheriff",1.19,2.24,-0.54," 11 001000000 001"
"337","shoe_repairman",0.61,-0.22,-0.84," 11 010000000 000"
"338","shoplifter",-2.44,-0.69,1.1," 11 011000000 000"
"339","shyster",-0.88,0.01,0," 11 001000000 000"
"340","sibling",1.95,0.24,1.65," 11 000000010 000"
"341","simpleton",-0.19,-1.58,-0.41," 11 100000000 000"
"342","sinner",-1.34,-0.5,0.18," 11 000000100 000"
"343","sissy",-1.91,-2.26,-0.14," 11 100000000 000"
