"","term","E","P","A","instcodes"
"248","shun",-1.36,-0.92,0," 01 100100111 010"
"249","silence",-1.79,1.44,1.07," 10 111111111 000"
"250","sing_to",0.72,-0.18,0.42," 10 000000011 100"
"251","sit_next_to",0.86,0.19,-0.56," 10 111111111 000"
"252","sleep_with",3.12,0.07,0.58," 10 000000001 001"
"253","smile_at",2.54,-0.64,-1.24," 10 111111111 000"
"254","snub",-1.64,0.07,1.14," 01 100100000 010"
"255","snuggle",3.03,-1.29,-2.24," 10 000000011 001"
"256","soothe",2.02,-0.33,-2.2," 10 111111111 100"
"257","sponsor",2.34,1.2,-0.49," 10 010111000 010"
"258","spook",-1.04,0.44,0.87," 01 111001100 000"
"259","stroke",3.2,-1.78,-2.13," 10 000001011 101"
"260","study",1.84,0.08,-1.54," 01 111111111 000"
"261","subdue",-1.83,1.6,0.36," 10 001101010 001"
"262","submit_to",-0.84,-0.59,-0.97," 10 001101011 000"
"263","supervise",-0.34,-0.02,-1.08," 10 111111110 010"
"264","support",2.21,1.04,-0.46," 10 110101010 010"
"265","surprise",2.33,1.2,1.57," 10 111111111 000"
"266","swindle",-1.72,-0.39,0.11," 01 010000000 000"
"267","talk_to",0.95,0.51,0.26," 10 111111111 100"
"268","teach",1.13,0.64,-0.45," 10 111111111 100"
"269","tempt",-0.09,-0.01,-0.02," 01 111111111 100"
"270","terrorize",-2.63,1.2,2.16," 01 001100000 100"
"271","test",0.14,0.4,-1.1," 10 000011100 100"
"272","thank",1.77,0.5,-0.77," 10 111111111 000"
"273","threaten",-2.06,1.52,1.64," 10 111111111 000"
"274","tickle",1.77,-0.57,2.56," 10 000000011 001"
"275","tip",1.06,0.24,-0.66," 10 010000000 000"
"276","torture",-3.62,0.55,1.06," 10 001000000 101"
"277","train",1.6,0.84,-0.6," 10 111111111 000"
"278","trap",-1.49,0.82,1.08," 01 011100000 000"
"279","treat",0.69,0.15,-0.93," 10 100000011 100"
"280","undress",2.34,-0.64,-1.46," 10 000001011 101"
"281","unnerve",-1.79,1.07,1.33," 01 111111111 000"
"282","uplift",2.13,1.03,-1.1," 01 111111111 000"
"283","upset",-1.82,-0.13,0.66," 01 111111111 000"
"284","upstage",-0.7,0.85,1.78," 01 111111111 010"
"285","urge",-1.49,0.76,1.49," 10 111111111 000"
"286","vex",-1.87,0.49,1.62," 01 111111111 000"
"287","waken",-0.17,-0.52,0.06," 10 100001010 001"
"288","watch",0.77,-0.31,-1.39," 10 111111111 000"
"289","whip",-3.26,1.3,2.82," 10 001000011 001"
