"","term","E","P","A","instcodes"
"266","nymph",0.67,-0.15,1.16," 01 000000001 000"
"267","old_gentleman",1.58,0.02,-1.78," 10 100000000 000"
"268","onlooker",-0.15,-0.27,-0.22," 11 100000000 000"
"269","orphan",0.01,-1.75,1.08," 11 000000010 000"
"270","outpatient",0.32,-0.18,-0.28," 11 000001000 000"
"271","outsider",-0.27,-0.61,-0.01," 11 100000000 000"
"272","pal",2.55,1.26,0.82," 11 100000000 000"
"273","parent",2.44,2.35,0.25," 11 000000010 001"
"274","patient",0.38,-0.76,-0.7," 11 000001000 001"
"275","pawnbroker",0.22,-0.02,-0.31," 11 010000000 000"
"276","peeping_tom",-2.35,-0.9,0.24," 10 001000001 000"
"277","pest",-1.76,-0.32,0.86," 11 100000000 000"
"278","photographer",1.33,0.67,0.63," 11 010000000 000"
"279","physicist",1.08,1.37,-0.47," 11 000010000 000"
"280","pimp",-2.18,0.77,1.24," 10 011000001 000"
"281","plainclothes_policeman",0.02,1.46,0.41," 11 001000000 000"
"282","playboy",-0.21,0.47,1.52," 10 100000001 000"
"283","playmate",1.88,0.81,1.99," 11 100000000 000"
"284","plumber",0.68,0.2,-0.22," 11 010000000 000"
"285","policeman",0.6,1.86,0.36," 10 001000000 001"
"286","porno_star",-2.01,-0.67,1.37," 11 010000001 001"
"287","postmaster",0.43,0.4,-0.14," 11 010000000 000"
"288","pothead",-1.41,-1.48,0.47," 11 100001000 000"
"289","principal",0.77,1.68,-0.52," 11 000010000 000"
"290","prisoner",-1.94,-1.71,-0.02," 11 001000000 000"
"291","probation_officer",0.01,1.59,0.45," 11 001000000 000"
"292","prodigy",1.59,1.07,1.68," 11 000010000 000"
"293","professor",1.08,1.99,-0.46," 11 000010000 000"
"294","prosecuting_attorney",0.19,1.9,0.86," 11 001000000 001"
"295","prosecutor",-0.04,2.06,0.61," 11 001000000 000"
"296","prostitute",-2.03,-1.29,1.72," 01 010000001 001"
"297","prude",-0.21,-0.54,-0.74," 11 000000001 000"
"298","psychiatrist",1.58,1.7,-0.09," 11 000001000 000"
"299","psychoanalyst",0.4,0.52,0.23," 11 000001000 000"
"300","psychoanalyst",0.84,0.99,0.34," 11 000001000 000"
"301","psychologist",1.49,1.42,0.59," 11 000011000 000"
"302","psychopath",-2.31,-0.4,0.62," 11 001001000 000"
"303","psychotic",-1.76,-0.02,0.19," 11 000001000 000"
"304","punk",-1.31,-0.65,0.69," 10 100000000 000"
"305","pupil",1.04,-0.44,1.17," 11 000010000 000"
"306","puritan",0.84,0.19,-0.33," 11 000000101 000"
"307","pusher",-1.47,0.51,0.72," 11 101000000 000"
"308","quack",-1.21,-0.07,-0.35," 11 000001000 000"
"309","queer",-0.79,-1.02,0.54," 10 000000001 000"
"310","real_estate_agent",0.44,0.53,0.32," 11 010000000 000"
"311","receptionist",0.68,-0.62,0.51," 11 011001000 000"
"312","referee",0.53,1.38,0.79," 11 010010000 001"
"313","registered_nurse",1.99,1.07,0.62," 11 000001000 001"
"314","relation",1.09,1.01,0.56," 11 000000010 000"
"315","reporter",0.23,1.05,1.23," 11 010100000 000"
"316","reprocessor",0.34,0.3,0.44," 11 010000000 000"
"317","rival",-0.53,0.38,1.38," 11 100100001 000"
"318","rookie_cop",0.4,0.07,1.44," 11 001000000 001"
"319","roommate",1.05,0.22,1.02," 11 000010000 000"
"320","rowdy",0.02,0.14,1.5," 11 100000000 000"
"321","safecracker",-0.71,0.44,0.33," 11 001000000 000"
"322","sales_clerk",0.99,0.12,0.56," 11 010000000 000"
"323","saleslady",0.79,0.31,0.39," 01 010000000 000"
"324","saleswoman",0.83,0.39,0.54," 01 010000000 000"
"325","saphead",-0.15,-0.64,-0.27," 11 100000000 000"
"326","scamp",-0.13,0.01,0.46," 11 100000000 000"
"327","schoolboy",0.82,-0.54,1.59," 10 000010000 000"
"328","schoolgirl",1.39,-0.35,1.84," 01 000010000 000"
"329","schoolmate",1.6,0.05,1.16," 11 000010000 000"
"330","schoolteacher",1.74,1.53,0.61," 11 000010000 000"
"331","scoutmaster",0.79,0.86,0.66," 10 100000000 000"
"332","screwball",-0.3,-1.08,0.47," 11 100000000 000"
"333","scrooge",-1.53,0.18,-1.7," 11 110000000 000"
"334","secretary",1.7,0.14,0.56," 11 011100000 000"
"335","servant",0.72,-0.47,-0.09," 11 010000000 000"
"336","sheriff",0.88,2.08,0.02," 11 001000000 001"
"337","shoe_repairman",1.38,-0.22,-0.69," 11 010000000 000"
"338","shoplifter",-2.63,-0.78,1.43," 11 011000000 000"
"339","shyster",-0.67,-0.57,0.02," 11 001000000 000"
"340","sibling",1.47,0.53,1.17," 11 000000010 000"
"341","simpleton",-0.25,-1.15,-0.46," 11 100000000 000"
"342","sinner",-1.99,-0.91,0.84," 11 000000100 000"
"343","sissy",-1.01,-1.77,-0.43," 11 100000000 000"
"344","sister_in_law",0.52,0.07,0.47," 01 000000010 000"
"345","sister",1.83,0.6,1.58," 01 000000010 000"
"346","skeptic",-0.29,-0.09,-0.08," 11 100110100 000"
"347","slave_driver",-3.14,0.2,0.44," 11 010100000 001"
"348","slave",-1.53,-2.58,-0.32," 11 010100000 101"
"349","slut",-2.65,-1.75,1.25," 01 000000001 001"
"350","smart_aleck",-0.69,-0.08,1.37," 11 100000000 000"
"351","snob",-1.64,-0.73,0.63," 11 100000000 000"
"352","social_worker",2.17,1.03,0.92," 11 001001000 000"
"353","son_in_law",1.1,0.07,0.93," 10 000000010 000"
"354","son",1.43,0.61,1.14," 10 000000010 000"
"355","sophomore",0.43,-0.41,0.84," 11 000010000 000"
"356","sorehead",-1.24,-0.81,-0.41," 11 100000000 000"
"357","specialist",1.18,1.42,-0.48," 11 011011000 000"
"358","spendthrift",0.08,-0.28,0.09," 11 010000000 000"
"359","spinster",-0.16,-0.49,-0.62," 01 000000010 000"
"360","sponger",-0.77,-0.17,0.17," 11 100000000 000"
"361","sponsor",1.67,1.16,-0.11," 11 001110100 000"
"362","spouse",2,1.23,0.9," 11 000000011 000"
"363","spy",-0.31,1.15,1.15," 11 000100000 000"
"364","staff_worker",0.89,-0.01,0.22," 11 001000000 000"
"365","star",1.52,1.26,1.34," 11 010010000 000"
"366","starlet",0.74,0.31,1.45," 01 010000000 000"
"367","statistician",0.17,0.4,-0.36," 11 010010000 000"
"368","stenographer",0.37,0.06,-0.07," 11 011000000 000"
"369","stepbrother",0.73,0.52,0.5," 10 000000010 000"
"370","stepfather",0.5,0.49,0.16," 10 000000010 000"
