"","term","E","P","A","instcodes"
"440","stab",-3.59,1.75,1.7," 10 101000000 001"
"441","stammer_at",-1.12,-0.37,-0.15," 10 111011011 000"
"442","stare_at",-1.27,-0.15,-1.6," 10 101011011 000"
"443","stare_down",-1.5,1.14,-0.77," 10 101110010 000"
"444","steal_from",-3.24,-1.04,-0.31," 01 011100010 000"
"445","stop",0.2,1.34,1.09," 10 111111111 100"
"446","strangle",-3.55,0.63,0.15," 10 101000000 001"
"447","strip",-1.51,0.65,0.42," 10 001001001 101"
"448","stroke",1.28,0.87,-0.39," 10 000001011 101"
"449","study",0.83,0.74,-1.23," 01 111111111 000"
"450","subdue",-0.74,0.54,-0.44," 10 001101010 001"
"451","submit_to",-0.79,-0.99,-1.23," 10 001101011 000"
"452","suck_up_to",-1.26,-0.38,0.58," 01 111111111 000"
"453","sue",-1.03,0.98,0.94," 10 011000000 010"
"454","suggest_something_to",1.46,1.39,0.36," 10 111111111 000"
"455","supervise",1.28,1.97,0.58," 10 111111110 010"
"456","surprise",2.86,2.17,2.21," 10 111111111 000"
"457","sympathize_with",2.57,1.74,-0.15," 10 111111111 000"
