"","term","E","P","A","instcodes"
"298","nymphomaniac",-0.91,-0.3,1.86," 01 000000001 001"
"299","office_boy",1.23,-0.78,-0.1," 10 010100000 000"
"300","old_timer",1.43,-0.39,-1.7," 11 100000000 100"
"301","old_geezer",0.18,-0.8,-1.7," 10 100000000 100"
"302","old_maid",0.54,-1.15,-1.66," 01 000000010 000"
"303","opponent",-0.54,0.79,1.32," 11 100100000 000"
"304","opportunist",1.78,1.78,1.71," 11 110100000 000"
"305","organizer",1.97,2.06,0.74," 11 110100100 000"
"306","orphan",-0.26,-1.32,-0.71," 11 000000010 000"
"307","outlaw",-1.95,1.26,1.96," 11 001000000 000"
"308","pagan",-0.49,0.09,-0.39," 11 000000100 000"
"309","pal",2.92,1.86,1.84," 11 100000000 000"
"310","paranoid",-1.72,-1.2,-0.04," 11 100001000 000"
"311","parent",2.89,2.73,1.73," 11 000000010 001"
"312","parolee",-0.58,-0.61,-0.44," 11 001000000 000"
"313","partner",2.51,1.98,1.12," 11 111000001 000"
"314","passer_by",0.5,-0.48,-0.35," 11 100000000 000"
"315","pastor",2.75,2.29,-0.29," 11 000000100 000"
"316","patient",1.06,-0.77,-0.89," 11 000001000 001"
"317","patriot",2.02,1.95,1.9," 11 000100000 000"
"318","patrolman",1.1,1.77,0.4," 11 001000000 001"
"319","pauper",-0.33,-1.22,-0.99," 11 110000000 000"
"320","pedestrian",1.05,-1.02,-0.57," 11 100000000 000"
"321","pediatrician",2.99,2.19,1.01," 11 000001000 001"
"322","pessimist",-2.13,-2.39,-1.11," 11 100000000 000"
"323","pest",-2.17,-0.37,1.28," 11 100000000 000"
"324","physician",2.48,2.74,1.49," 11 000001000 001"
"325","pickpocket",-3.3,-0.07,0.3," 11 001000000 000"
"326","pickup",0.58,1.23,1.54," 11 000000001 000"
"327","pimp",-2.03,1.83,1.79," 10 011000001 000"
"328","plainclothesman",0.06,-0.12,-1.03," 11 001000000 000"
"329","playmate",2.5,1.24,1.82," 11 100000000 000"
"330","police_officer",0.64,1.85,1.64," 11 001000000 001"
"331","politician",0.15,2.22,1.98," 11 000100000 000"
"332","pornographer",-2.44,0.17,0.9," 11 010000001 000"
"333","practical_nurse",3.05,2.01,1.17," 11 000001000 001"
"334","preacher",2.54,2.23,0.45," 11 000000100 000"
"335","priest",2.07,1.69,-1.14," 10 000000100 000"
"336","priestess",1.55,0.96,-0.26," 01 000000100 000"
"337","principal",1.29,2.1,0.69," 11 000010000 000"
"338","private_eye",0.9,1.81,0.01," 11 001000000 001"
"339","probationer",-0.5,0.59,0.17," 11 001000000 000"
"340","professor",1.82,1.87,0.52," 11 000010000 000"
"341","prosecuting_attorney",0.35,2.16,1.51," 11 001000000 001"
"342","prostitute",-2.72,-2.21,1.59," 01 010000001 001"
"343","protégé",1.06,0.55,0.67," 11 010111100 000"
"344","protestant",1.07,0.42,0.32," 11 000000100 000"
"345","protester",0.46,0.96,2.13," 11 000100000 000"
