"","term","E","P","A","instcodes"
"242","pediatrician",2.21,1.48,-0.965," 11 000001000 001"
"243","perpetrator",-2.9,0.275,1.07," 11 001000000 000"
"244","person",0.76,0.055,0.005," 11 100000000 000"
"245","pessimist",-2.09,-1.005,-1.735," 11 100000000 000"
"246","pickpocket",-2.995,-0.75,0.845," 11 001000000 000"
"247","pimp",-3.29,1.805,1.48," 10 011000001 000"
"248","policeman",0.22,1.67,0.485," 10 001000000 001"
"249","politician",-0.28,0.835,0.09," 11 000100000 000"
"250","pope",-0.095,0.81,-2.105," 10 000000100 000"
"251","pornographer",-1.005,1.455,2.205," 11 010000001 000"
"252","preacher",-0.33,0.595,-0.49," 11 000000100 000"
"253","president",0.37,2.24,0.525," 11 000100000 000"
"254","priest",0.93,0.435,-1.3," 10 000000100 000"
"255","prime_minister",0.205,1.935,0.435," 11 000100000 000"
"256","prince",1.775,0.385,0.43," 10 000100000 000"
"257","princess",1.865,-1.62,-0.14," 01 000100000 000"
"258","principal",-0.185,1.88,0.295," 11 000010000 000"
"259","prisoner",-1.67,-0.93,-0.02," 11 001000000 000"
"260","probation_officer",1.2,0.92,-0.125," 11 001000000 000"
"261","professor",1.36,1.835,-1.095," 11 000010000 000"
"262","prosecuting_attorney",-0.475,2.255,0.515," 11 001000000 001"
"263","prosecutor",-1.595,1.53,1.21," 11 001000000 000"
"264","prostitute",-0.725,-0.515,0.96," 01 010000001 001"
"265","protestant",0.085,0.275,-0.305," 11 000000100 000"
"266","psychiatrist",0.585,0.51,-1.415," 11 000001000 000"
"267","psychologist",0.86,0.505,-1.605," 11 000011000 000"
"268","psychology_student",0.575,-0.67,-1.08," 11 000010000 000"
"269","public_defender",-0.025,0.405,-0.075," 11 001000000 000"
"270","queen",1.6,1.735,-0.66," 11 000100000 000"
"271","racist",-3.885,0.345,1.395," 11 100100000 000"
"272","racketeer",-2.165,1.12,-0.75," 11 011000000 000"
"273","rapist",-3.89,2.25,2.2," 10 001000001 001"
"274","relative",1.46,0.645,0.12," 11 000000010 000"
"275","repo_man",-2.16,1.44,-0.48," 11 111000000 000"
"276","representative",0.3,1.055,-0.335," 11 000100000 000"
"277","reservist",-0.095,0.21,-0.87," 11 000100000 000"
"278","right_winger",-3.41,1.395,1.695," 11 000100000 000"
"279","rival",-1.985,2.185,1.935," 11 100100001 000"
"280","robber",-2.74,1.945,1.735," 11 011000000 000"
"281","role_model",2.52,2.805,0.015," 11 110110110 000"
"282","ruffian",-3.42,1.29,2.11," 10 100000000 000"
"283","sadist",-3.585,1.23,0.81," 11 000000001 001"
"284","saint",1.29,0.305,-2.105," 11 000000100 000"
"285","salesman",-0.05,0.335,1.11," 10 010000000 000"
"286","santa_claus",2.3,2.425,-1.44," 10 000000010 000"
"287","schizophrenic",-1.54,-0.485,0.995," 11 000001000 001"
