"","term","E","P","A","instcodes"
"172","horrified",-1.125,-0.965,0.425," 10 100000000 000"
"173","hostile",-1.725,-0.06,0.64," 10 110000000 000"
"174","hotheaded",-1.52,0.455,2.07," 10 010000000 000"
"175","humble",1.005,-0.4,-0.785," 10 110000000 000"
"176","humiliated",-1.52,-1.015,-0.485," 10 100000000 000"
"177","hurt",-1.635,-0.61,-0.405," 10 100100000 000"
"178","idealistic",1.23,0.57,0.88," 10 010000000 000"
"179","ignorant",-1.65,-1.635,-0.13," 10 000100000 000"
"180","immature",-1.185,-1.13,1.525," 10 010000000 000"
"181","immoral",-1.46,-0.28,0.99," 10 000100000 000"
"182","impatient",-0.735,-0.325,1.59," 10 100010000 000"
"183","impolite",-1.94,-0.545,1.11," 10 010000000 000"
"184","impotent",-1.405,-1.58,-0.77," 10 000100000 000"
"185","impractical",-0.965,-0.59,0.595," 10 010000000 000"
"186","impressionable",0.315,-0.235,0.71," 10 010000000 000"
"187","impulsive",-0.39,0.3,1.745," 10 010000000 000"
"188","incompetent",-1.61,-1.38,-0.335," 10 000100000 000"
"189","inconsiderate",-2.185,-0.485,0.98," 10 010000000 000"
"190","incredulous",-0.055,0.01,0.48," 10 000100000 000"
"191","indecisive",-1.14,-1.49,-0.085," 10 010000000 000"
"192","independent",1.53,1.54,1.2," 10 010000000 000"
"193","indifferent",-0.635,-0.78,-0.545," 10 010000000 000"
"194","industrious",1.76,1.915,1.425," 10 010000000 000"
"195","inexperienced",-0.475,-1.145,1.02," 10 000100000 000"
"196","inhibited",-1.095,-1.005,-0.635," 10 010000000 000"
"197","innocent",1.345,-0.205,-0.165," 10 000100000 000"
"198","inquisitive",1.02,0.82,1.46," 10 010000000 000"
"199","insane",-1.92,-1.275,0.145," 10 001100000 000"
"200","insecure",-1.3,-1.755,-0.325," 10 010000000 000"
"201","insensitive",-2.03,0.05,0.685," 10 010000000 000"
"202","insincere",-2.025,-0.895,0.965," 10 010000000 000"
"203","intellectual",1.36,1.195,-0.365," 10 011000000 000"
"204","intelligent",1.825,1.365,0.15," 10 010000000 000"
"205","intimidated",-1.25,-1.315,-0.06," 10 100000000 000"
"206","intoxicated",-0.875,-0.89,1.23," 10 000100000 000"
"207","introspective",0.8,0.165,-0.85," 10 010000000 000"
"208","introverted",-0.355,-1.295,-1.285," 10 010000000 000"
"209","irritable",-1.42,-0.365,0.12," 10 010000000 000"
"210","jealous",-1.455,-0.52,0.835," 10 110000000 000"
"211","jewish",0.36,0.52,-0.035," 10 001000000 000"
"212","jittery",-0.945,-1.055,0.48," 10 010000000 000"
"213","kind",2.33,0.885,-0.39," 10 010000000 000"
"214","knowledgeable",1.9,1.445,-0.325," 10 000100000 000"
"215","languid",-0.495,-0.715,-1.16," 10 000100000 000"
"216","lazy",-1.7,-1.52,-0.535," 10 010000000 000"
"217","let_down",-1.04,-1.615,-0.78," 10 000100000 000"
"218","light_hearted",1.29,0.39,1.27," 10 010000000 000"
"219","lively",1.35,0.875,2.42," 10 010000000 000"
"220","lonely",-1.785,-1.055,-1.125," 10 100000000 000"
"221","lost",-1.06,-1.52,0.22," 10 000100000 000"
"222","loved",2.56,1.34,-0.075," 10 000100000 000"
"223","loyal",1.71,1.29,-0.095," 10 010000000 000"
"224","lucky",1.38,0.395,0.695," 10 000100000 000"
"225","lustful",-0.4,0.705,1.69," 10 100000000 000"
"226","male",1.265,1.4,0.99," 10 001000000 000"
"227","manipulative",-1.315,0.98,0.505," 10 010000000 000"
"228","married",1.515,0.705,0.395," 10 001000000 000"
"229","masculine",1.105,1.39,0.975," 10 010000000 000"
"230","mature",2.045,1.49,-0.305," 10 010100000 000"
"231","mean",-1.895,0.915,0.95," 10 010000000 000"
"232","mediocre",-0.465,-0.575,-0.64," 10 000100000 000"
"233","meek",0.115,-1.71,-1.19," 10 010000000 000"
"234","middle_aged",0.14,0.175,-0.715," 10 001000000 000"
"235","middle_class",0.755,0.41,-0.03," 10 001000000 000"
"236","mischievous",-0.785,-0.135,1.915," 10 010000000 000"
"237","miserable",-1.69,-1.36,-1.08," 10 100000000 000"
"238","modern",0.995,0.865,1.495," 10 000100000 000"
"239","modest",1.085,-0.11,-0.28," 10 010000000 000"
"240","moody",-1.16,-0.525,0.34," 10 010000000 000"
"241","naive",-0.42,-1.125,0.085," 10 010000000 000"
"242","narrow_minded",-1.78,-1.35,-0.615," 10 010000000 000"
"243","nasty",-2.06,-0.575,1.14," 10 010000000 000"
"244","neighborly",1.945,0.695,-0.27," 10 000100000 000"
"245","nervous",-1.035,-0.92,0.865," 10 100010000 000"
"246","nice",2.125,0.62,0.045," 10 010000000 000"
"247","noble",1.535,1.36,-0.79," 10 000100000 000"
"248","nonchalant",0.335,-0.365,0.14," 10 010000000 000"
"249","normal",0.605,0.17,0.22," 10 000100000 000"
"250","nosey",-1.49,-0.685,0.54," 10 010000000 000"
"251","obedient",0.66,-0.57,-0.11," 10 010000000 000"
"252","obligated",-0.55,-0.85,-0.34," 10 001000000 000"
"253","obnoxious",-1.98,-0.495,1.51," 10 010000000 000"
"254","offensive",-0.975,0.47,1.055," 10 010000000 000"
"255","old",0.045,-0.215,-2.21," 10 001000000 000"
"256","old_fashioned",0.37,-0.315,-1.575," 10 000100000 000"
"257","open_minded",1.99,1.15,0.715," 10 010000000 000"
"258","opportunistic",0.755,0.97,1.48," 10 010000000 000"
"259","optimistic",1.975,1.145,1.07," 10 110000000 000"
"260","original",1.715,1.245,0.81," 10 000100000 000"
"261","ostentatious",-0.825,0.755,0.83," 10 010000000 000"
"262","outgoing",1.435,1.235,1.685," 10 010000000 000"
"263","outspoken",0.66,1.34,1.485," 10 010000000 000"
"264","overwhelmed",-0.045,-1.005,0.125," 10 100000000 000"
"265","panicked",-0.855,-1.08,1.7," 10 100000000 000"
"266","passionate",1.555,1.24,1.4," 10 110000000 000"
"267","passive",-0.38,-1.245,-0.865," 10 010000000 000"
"268","patient",1.665,0.39,-1.215," 10 010000000 000"
"269","peaceful",1.845,0.515,-1.01," 10 110000000 000"
"270","pensive",0.385,0.285,-1.34," 10 010000000 000"
"271","perceptive",1.705,1.21,0.575," 10 010000000 000"
"272","permissive",0.33,0.375,1.12," 10 010000000 000"
"273","persecuted",-1.625,-1.155,-0.115," 10 001000000 000"
"274","persistent",0.605,1.455,1.165," 10 010000000 000"
"275","persuasive",0.735,1.595,0.66," 10 000100000 000"
"276","perverted",-2.03,-0.69,0.87," 10 011000000 000"
"277","pessimistic",-1.3,-0.985,-0.595," 10 110000000 000"
"278","petty",-1.36,-0.96,0.615," 10 010000000 000"
"279","pitiful",-1.445,-1.595,-0.92," 10 010000000 000"
"280","playful",1.425,0.37,2.25," 10 010000000 000"
"281","pleased",1.62,0.79,0.33," 10 100010000 000"
"282","poised",1.325,1.175,0.065," 10 010000000 000"
"283","polite",1.835,0.725,-0.795," 10 010000000 000"
"284","pompous",-1.335,0.355,0.32," 10 010000000 000"
"285","poor",-1.595,-1.76,-0.805," 10 001000000 000"
"286","popular",1.32,1.595,1.46," 10 001100000 000"
"287","possessive",-0.88,0.455,0.76," 10 010000000 000"
"288","powerful",0.465,2.18,1.02," 10 001100000 000"
"289","powerless",-1.435,-2.93,-1.115," 10 001100000 000"
"290","practical",1.36,0.795,-0.405," 10 010000000 000"
"291","prejudiced",-2.04,-0.425,-0.465," 10 010000000 000"
"292","preoccupied",-0.365,-0.01,0.24," 10 010000000 000"
"293","promiscuous",-0.78,-0.135,1.98," 10 010000000 000"
"294","protestant",0.69,0.88,-0.265," 10 001000000 000"
"295","proud",1.275,1.195,0.3," 10 100010000 000"
"296","provocative",0.235,1.3,1.505," 10 010000000 000"
"297","quarrelsome",-1.615,-0.335,1.29," 10 010000000 000"
"298","quiet",0.71,-0.46,-1.535," 10 000100000 000"
"299","reasonable",1.595,1.115,-0.47," 10 010000000 000"
"300","rebellious",-0.185,0.21,2.05," 10 010000000 000"
"301","reckless",-1.105,-0.085,2.02," 10 010000000 000"
"302","regretful",-0.695,-0.84,-0.885," 10 100000000 000"
"303","rejected",-1.43,-1.735,-0.605," 10 000100000 000"
"304","relaxed",1.52,0.185,-0.755," 10 100100000 000"
"305","reliable",1.96,1.595,0.155," 10 010000000 000"
"306","relieved",1.21,0.265,-0.38," 10 100000000 000"
"307","religious",1.425,1.225,-0.455," 10 000100000 000"
"308","remorseful",-0.53,-0.72,-1.065," 10 100000000 000"
"309","resentful",-1.475,-0.75,0.295," 10 100000000 000"
"310","resigned",-0.545,-1.145,-1.225," 10 010000000 000"
"311","respectful",1.825,0.86,-0.165," 10 110000000 000"
"312","responsible",1.875,1.735,-0.255," 10 010000000 000"
"313","restless",-0.08,0.12,1.68," 10 010000000 000"
"314","reverent",1.525,0.445,-0.675," 10 110000000 000"
"315","rich",0.275,2.065,-0.435," 10 001000000 000"
"316","rigid",-0.89,-0.015,-0.875," 10 010000000 000"
"317","romantic",1.845,0.935,0.53," 10 010000000 000"
"318","rude",-1.77,-0.79,1.095," 10 010000000 000"
"319","ruthless",-2.005,1.2,1.325," 10 010000000 000"
"320","sad",-1.31,-0.94,-1.045," 10 100000000 000"
"321","sadistic",-2.165,1.035,1.135," 10 010000000 000"
"322","sarcastic",-1.08,0.115,1.2," 10 010000000 000"
"323","satisfied",1.695,0.88,-0.1," 10 100000000 000"
"324","scared",-1.235,-1.575,-0.505," 10 100010000 000"
"325","scheming",-1.525,0.52,0.665," 10 010000000 000"
