"relish",0.62,0.31,0.25," 01 100000001 000"
"remember",2.03,1.27,-0.51," 01 100100000 010"
"remind",0.73,0.81,-0.08," 10 111111111 100"
"renounce",-1.25,0.82,0.57," 10 100100110 010"
"repel",-1.29,0.43,0.49," 10 001100001 010"
"reprimand",-0.17,1.2,0.48," 10 111111111 000"
"reproach",-0.64,0.95,-0.05," 10 111111111 100"
"repulse",-1.72,0.27,0.48," 01 001100001 100"
"rescue",2.41,1.76,1.22," 10 101101010 010"
"respect",1.99,1.38,-0.46," 01 111111111 100"
"restrain",-0.46,0.92,0.69," 10 001001011 101"
"revere",0.77,-0.23,-0.27," 01 111111111 000"
"rib",-0.55,0.35,1.09," 10 110110011 000"
"ride",-1.44,0.23,0.84," 10 111111111 000"
"ridicule",-1.83,-0.1,0.9," 10 111111111 000"
"rile",-1.04,0.31,1.66," 01 111111111 000"
"rob",-3.01,0.93,0.69," 10 111000000 000"
"rook",-1.48,0.59,0.68," 01 010000000 000"
"rouse",-0.02,0.48,1.05," 10 100101011 100"
"rush",-0.3,0.32,1.26," 10 110011011 100"
"satisfy",1.76,1.05,0.21," 01 111111111 100"
"save",2.64,1.6,0.9," 10 101101110 100"
"scare",-1.25,0.88,1.27," 01 111111111 100"
"scold",-0.41,1.33,0.18," 10 111111111 000"
"scorn",-1.46,0.49,0.63," 01 111111111 000"
"scrutinize",-0.04,0.38,-0.16," 10 111111111 100"
"search",-0.93,1.12,0.62," 10 001000000 001"
"seduce",-0.17,0.84,0.98," 01 000000001 001"
"seize",-1.25,1.51,1.13," 10 001000000 011"
"sentence",-1.19,1.53,0.15," 10 001000000 010"
"serenade",1.03,0.47,-0.68," 10 000000011 000"
"serve",0.9,0.43,-0.21," 10 110100010 100"
"shackle",-1.78,0.13,0.93," 10 001000000 001"
"shaft",-1.96,0.53,1.25," 01 111110010 000"
"shame",-1.97,0.02,0.69," 01 111111111 000"
"shield",0.75,0.91,-0.13," 10 001100000 010"
"shock",-1.11,0.93,1.76," 01 111111111 000"
