"stubborn",-0.68,0.57,0.14," 10 010000000 000"
"studious",0.89,0.88,-0.77," 10 010000000 000"
"stupid",-1.35,-1.57,0.31," 10 010000000 000"
"suave",0.51,0.78,0.21," 10 000100000 000"
"subdued",-0.4,-1.05,-0.96," 10 010000000 000"
"submissive",-0.12,-1.25,-1.03," 10 010000000 000"
"successful",1.85,2.25,0.64," 10 000100000 000"
"suicidal",-2.04,-1.38,0.44," 10 010000000 000"
"superstitious",-0.59,-0.74,-0.72," 10 010000000 000"
"surprised",0.82,0.3,0.76," 10 000100000 000"
"suspicious",-0.95,0.38,0.47," 10 010000000 000"
"sympathetic",1.72,0.67,-0.33," 10 010000000 000"
"tactful",1.7,0.76,-0.59," 10 010000000 000"
"tactless",-1.82,-0.84,0.72," 10 010000000 000"
"talented",2.21,1.73,1.16," 10 000100000 000"
"talkative",0.18,0.97,2.14," 10 010100000 000"
"temperamental",-0.97,-0.74,0.6," 10 010000000 000"
"tense",-0.25,-0.28,0.1," 10 100000000 000"
"thoughtful",2.04,1.01,-0.38," 10 010000000 000"
"thoughtless",-1.6,-0.66,1.16," 10 010000000 000"
"timid",-0.27,-1.98,-1.35," 10 010000000 000"
"tired",-0.42,-0.92,-1.79," 10 000100000 000"
"touchy",-1.11,-0.1,-0.07," 10 010000000 000"
"tough",-0.18,1.7,1.76," 10 010000000 000"
"troubled",-0.5,-0.3,0.04," 10 100000000 000"
"trusting",2.62,2.01,-0.45," 10 010000000 000"
"ugly",-0.94,-0.56,-0.2," 10 000100000 000"
"unambitious",-1.63,-1.35,-0.4," 10 010000000 000"
"unattractive",-0.74,-0.71,-0.31," 10 000100000 000"
"uncertain",-0.42,-0.99,-0.5," 10 010000000 000"
"unconventional",0.68,0.58,1.32," 10 010000000 000"
"understanding",2.17,1.31,-1.16," 10 010000000 000"
"uneducated",-1.7,-1.95,-1.05," 10 001000000 000"
"unemployed",-1.87,-1.37,-0.26," 10 001000000 000"
"unfair",-2.01,0.29,0.24," 10 010000000 000"
"unforgiving",-2.57,-1.48,0.56," 10 010000000 000"
"unfriendly",-1.47,-0.47,-0.31," 10 010100000 000"
"ungrateful",-2.21,-0.6,0.21," 10 010000000 000"
"unhappy",-1.67,-1.05,-0.27," 10 100010000 000"
"unhealthy",-1.33,-1.42,-0.98," 10 000100000 000"
"unkind",-1.97,-0.34,0.79," 10 010000000 000"
"unlucky",-1.05,-0.93,-0.22," 10 000100000 000"
"unpopular",-1.07,-0.97,-0.11," 10 000100000 000"
"unreasonable",-1.48,-0.01,0.38," 10 010000000 000"
"unreliable",-2.1,-0.93,0.94," 10 010000000 000"
"unromantic",-1.26,-0.5,-0.71," 10 010000000 000"
"unselfish",2.07,0.69,-0.14," 10 010000000 000"
"unsophisticated",-0.62,-1.39,0.34," 10 010000000 000"
"unsportsmanlike",-1.76,-0.97,1.09," 10 010000000 000"
"unstable",-1.31,-1.2,0.02," 10 010000000 000"
"unsuccessful",-1.09,-1.07,-0.79," 10 000100000 000"
"vain",-1.64,-0.45,0.97," 10 010000000 000"
"vengeful",-1.61,0.55,1.11," 10 010000000 000"
"virtuous",1.4,1.1,-0.43," 10 010000000 000"
"vivacious",1.54,1.23,2.41," 10 000100000 000"
"vulgar",-2.02,0.41,1.38," 10 000100000 000"
"warm",2.05,0.56,0.2," 10 010000000 000"
"weak",-0.68,-2.13,-0.98," 10 000100000 000"
"wealthy",1.09,1.68,-0.12," 10 001000000 000"
"well_bred",1.13,0.9,0.01," 10 001000000 000"
"white",0.85,0.9,0.23," 10 001000000 000"
"wholesome",1.08,0.62,0.45," 10 010000000 000"
"widowed",-1.1,-0.99,-0.78," 10 001000000 000"
"wild",-0.5,0.43,2.39," 10 010000000 000"
"wise",2.03,1.43,-1.68," 10 010000000 000"
"wishy_washy",-0.94,-1.23,0.41," 10 010000000 000"
"withdrawn",-0.72,-1.24,-1.14," 10 010000000 000"
"witty",0.89,1.05,1.28," 10 010000000 000"
"worried",-1.07,-0.52,-0.63," 10 110000000 000"
"worthless",-1.7,-1.43,0.3," 10 000100000 000"
"worthy",1.71,1.33,-0.2," 10 000100000 000"
"young",1.49,0.22,2.2," 10 001000000 000"
